name,state_code,city,founded_at,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,category_code,status,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,months_to_first_funding,months_to_last_funding,label
Adcade,NY,New York,2011-12-01,2012-11-01,2012-11-01,1,1500000,advertising,operating,0,0,0,0,1,0,0,0,0,0,11,11,Failure
Adchemy,CA,Foster City,2004-01-01,2005-02-09,2011-09-21,7,119191000,advertising,operating,0,0,0,0,1,0,0,0,0,0,13,92,Success
Adconion Media Group,CA,Santa Monica,2005-01-01,2008-02-24,2011-05-09,2,114000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,37,76,Success
AddThis,VA,Vienna,2004-01-01,2006-05-01,2011-10-31,7,75000000,analytics,operating,0,0,0,0,0,0,0,0,0,1,28,93,Success
Addepar,CA,Mountain View,2009-01-01,2011-06-15,2011-06-15,1,15839694,finance,operating,0,0,0,0,0,0,0,0,0,1,29,29,Success
Additech,TX,Houston,1995-01-01,2006-08-09,2010-08-13,2,10600000,automotive,operating,0,0,0,0,0,0,0,0,0,1,139,187,Success
Addvocate,CA,San Francisco,2012-05-01,2013-07-24,2013-07-24,1,2390000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,14,14,Failure
Adea,TX,Irving,1996-01-01,2007-01-01,2007-01-01,1,5000000,consulting,operating,0,0,0,0,0,0,0,0,1,0,132,132,Failure
Adelphic Mobile,MA,Waltham,2010-01-01,2012-03-13,2012-12-04,2,12000000,mobile,operating,0,0,1,0,0,0,0,0,0,0,26,35,Success
Adept Cloud,CA,San Mateo,2011-06-01,2012-10-01,2012-11-01,2,1015000,enterprise,acquired,0,0,0,1,0,0,0,0,0,0,16,17,Success
Adesso Solutions,IL,Rolling Meadows,2002-01-01,2010-10-25,2010-10-25,1,6000000,software,operating,1,0,0,0,0,0,0,0,0,0,105,105,Failure
Adesto Technologies,CA,Sunnyvale,2006-01-01,2010-06-29,2013-02-14,4,23624995,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,53,85,Success
AdexLink,CA,Campbell,2010-08-16,2011-06-10,2011-06-10,1,2000000,advertising,closed,0,0,0,0,1,0,0,0,0,0,10,10,Failure
Adeze,CA,San Francisco,2005-01-01,2006-06-21,2008-04-10,2,5500000,advertising,operating,0,0,0,0,1,0,0,0,0,0,17,39,Failure
AdhereTech,NY,New York,2011-10-01,2011-07-19,2013-09-19,2,320000,biotech,operating,0,0,0,0,0,0,0,1,0,0,3,23,Failure
Adiana,CA,Redwood City,1997-01-01,2005-08-25,2005-08-25,1,23000000,biotech,acquired,0,0,0,0,0,0,0,1,0,0,103,103,Success
Adify,CA,San Bruno,2006-08-08,2006-08-01,2007-04-18,2,27000000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,0,8,Success
Adimab,NH,Lebanon,2007-05-01,2007-07-01,2012-04-03,9,39682384,biotech,operating,0,0,0,0,0,0,0,1,0,0,2,59,Success
Adioso,CA,San Francisco,2008-01-01,2009-01-01,2010-04-01,3,355000,travel,operating,0,0,0,0,0,0,0,0,0,1,12,27,Failure
Adknowledge,MO,Kansas City,2004-01-01,2006-03-01,2011-01-12,2,248000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,26,84,Success
Adlyfe,MD,Rockville,2003-01-01,2006-01-17,2006-01-17,1,3300000,biotech,operating,0,0,0,0,0,0,0,1,0,0,36,36,Failure
Admeld,NY,New York,2007-10-01,2008-11-10,2010-08-01,3,30000000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,13,34,Success
AdmitOne Security,WA,Issaquah,2002-01-01,2005-11-09,2008-01-08,2,19000000,security,operating,0,0,0,0,0,0,0,0,0,1,46,72,Success
Admittance Technologies,TX,"Austin,",2010-01-01,2013-01-19,2013-01-19,1,1990000,medical,operating,0,0,0,0,0,0,0,0,0,1,36,36,Failure
Admitted.ly,NY,New York,2013-05-01,2013-06-03,2013-07-01,2,415000,education,operating,0,0,0,0,0,0,0,0,0,1,1,2,Failure
Adnexus,MA,Waltham,2002-01-01,2006-06-26,2007-08-07,2,42500000,biotech,operating,0,0,0,0,0,0,0,1,0,0,53,67,Success
Adometry,TX,Austin,2005-01-01,2007-01-01,2013-01-21,7,37450003,advertising,operating,0,0,0,0,1,0,0,0,0,0,24,96,Success
Adomo,CA,Cupertino,1999-08-01,1999-11-01,2007-06-28,2,22000000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,3,94,Success
Adore Me,NY,New York,2011-05-01,2011-11-01,2013-07-09,3,11500000,fashion,operating,0,0,0,0,0,0,0,0,0,1,6,26,Success
Adura Technologies,CA,San Francisco,2008-01-01,2008-10-16,2012-04-26,3,25500000,cleantech,acquired,0,0,0,0,0,0,0,0,0,1,9,51,Success
Aduro BioTech,CA,Berkeley,2000-01-01,2011-04-20,2013-08-12,5,58835636,biotech,operating,0,0,0,0,0,0,0,1,0,0,135,163,Success
Advaliant,NY,New York,2013-04-16,2004-04-01,2004-04-01,1,100000,advertising,operating,0,0,0,0,1,0,0,0,0,0,108,108,Failure
AdvanDx,MA,Woburn,2002-01-01,2009-10-12,2012-10-29,2,10200000,biotech,operating,0,0,0,0,0,0,0,1,0,0,93,129,Success
Advanced BioHealing,CT,Westport,2003-01-01,2005-11-21,2007-02-27,2,33500000,biotech,acquired,0,0,0,0,0,0,0,1,0,0,34,49,Success
Advanced Cardiac Therapeutics,CA,Laguna Beach,2007-01-01,2010-01-11,2010-01-11,1,5000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,36,36,Failure
Advanced Cell Diagnostics,CA,Hayward,2007-01-01,2009-09-03,2012-11-01,2,17400000,biotech,operating,0,0,0,0,0,0,0,1,0,0,32,70,Success
Advanced Electron Beams,MA,Wilmington,2005-01-01,2009-08-04,2009-08-04,1,14200000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,55,55,Success
Advanced ICU Care,MO,St. Louis,2004-01-01,2010-01-06,2011-11-29,2,10000000,medical,operating,0,0,0,0,0,0,0,0,0,1,72,94,Success
Advanced Inquiry Systems Inc.,OR,Hillsboro,1999-01-01,2005-11-17,2013-05-22,5,19260381,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,82,172,Success
Advanced Marketing & Media Group,CT,Stamford,2007-02-01,2007-02-15,2007-02-15,1,500000,software,operating,1,0,0,0,0,0,0,0,0,0,0,0,Failure
Advanced Power Projects,CA,Fremont,2009-01-01,2008-03-18,2008-03-18,1,13000000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,10,10,Success
Advanced-Tec Materials,PA,West Hazleton,2004-06-01,2008-03-20,2008-03-20,1,335000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,45,45,Failure
Advice Wallet,CA,San Francisco,2012-01-01,2012-11-01,2013-07-01,3,395000,mobile,operating,0,0,1,0,0,0,0,0,0,0,10,18,Failure
Adype,NJ,Edgewater,2011-09-17,2011-01-01,2011-01-01,1,250000,advertising,operating,0,0,0,0,1,0,0,0,0,0,8,8,Failure
Adzerk,NC,Durham,2009-01-01,2011-07-12,2011-07-12,1,650000,advertising,operating,0,0,0,0,1,0,0,0,0,0,30,30,Failure
Aegis Identity Software,CO,Englewood,2011-10-01,2011-08-15,2013-06-12,5,2842900,software,operating,1,0,0,0,0,0,0,0,0,0,2,20,Failure
Aereo,NY,Long Island City,2011-01-01,2011-04-15,2013-01-08,3,63000000,web,operating,0,1,0,0,0,0,0,0,0,0,3,24,Success
Aeria Games & Entertainment,CA,Santa Clara,2006-08-02,2007-10-01,2012-01-06,2,288000,games_video,operating,0,0,0,0,0,1,0,0,0,0,14,65,Failure
Aerie Pharmaceuticals,NJ,Bedminster,2005-01-01,2011-03-07,2013-08-29,3,48000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,74,103,Success
AeroFarms,NY,New York,2004-01-01,2010-02-08,2010-02-08,1,500000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,73,73,Failure
AeroSat Corporation,NH,Amherst,1997-01-01,2006-04-05,2011-08-01,3,45400000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,111,175,Success
AeroScout,CA,Redwood City,1999-01-01,2008-04-15,2010-11-04,2,28000000,mobile,acquired,0,0,1,0,0,0,0,0,0,0,111,142,Success
Aerohive Networks,CA,Sunnyvale,2006-01-01,2006-07-01,2013-07-09,5,84952382,mobile,operating,0,0,1,0,0,0,0,0,0,0,6,90,Success
Aerpio Therapeutics,OH,Cincinnati,2011-01-01,2012-01-05,2012-11-16,3,42000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,12,22,Success
Affectiva,MA,Waltham,2009-01-01,2009-10-27,2012-08-07,5,20199999,analytics,operating,0,0,0,0,0,0,0,0,0,1,9,43,Success
Afferent Pharmaceuticals,MA,Boston,2009-01-01,2009-12-16,2009-12-16,1,23000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,11,11,Success
Affinity Circles,CA,Sunnyvale,2002-01-01,2004-12-01,2006-05-01,3,5540000,web,operating,0,1,0,0,0,0,0,0,0,0,35,52,Failure
Affinity Solutions,NY,New York,1998-01-01,2011-07-27,2013-06-10,3,35500000,finance,operating,0,0,0,0,0,0,0,0,0,1,162,185,Success
Affinity.com,IL,Chicago,2006-01-01,1999-10-01,2002-01-01,2,85000000,advertising,acquired,0,0,0,0,1,0,0,0,0,0,75,48,Success
Affinnova,MA,Waltham,2000-01-01,2003-07-09,2004-08-17,2,10500000,software,operating,1,0,0,0,0,0,0,0,0,0,42,55,Success
Affirmed Networks,MA,Acton,2010-01-01,2010-06-18,2013-06-05,5,116990000,mobile,operating,0,0,1,0,0,0,0,0,0,0,5,41,Success
AgBiome,NC,Research Triangle Park,2012-01-01,2013-04-11,2013-04-11,1,14500000,biotech,operating,0,0,0,0,0,0,0,1,0,0,15,15,Success
AgLocal,KS,Mission,2011-05-02,2012-06-29,2012-06-29,1,1000000,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,13,13,Failure
Agari Data,CA,Palo Alto,2009-01-01,2011-11-02,2013-02-25,2,7500000,security,operating,0,0,0,0,0,0,0,0,0,1,34,49,Failure
Agensys,CA,Santa Monica,1997-01-01,2007-07-12,2007-07-12,1,41300000,biotech,operating,0,0,0,0,0,0,0,1,0,0,126,126,Success
Agentek,GA,Alpharetta,1995-01-01,2008-03-26,2008-03-26,1,8000000,mobile,operating,0,0,1,0,0,0,0,0,0,0,158,158,Success
Aggregate Knowledge,CA,San Mateo,2006-03-01,2005-01-01,2013-02-27,6,56479540,advertising,operating,0,0,0,0,1,0,0,0,0,0,14,83,Success
AgilOne,CA,Mountain View,2006-01-01,2011-01-01,2012-11-28,2,16000000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,60,82,Success
Agile Diagnosis,CA,Palo Alto,2011-01-01,2012-06-14,2012-06-14,1,2000000,medical,operating,0,0,0,0,0,0,0,0,0,1,17,17,Failure
Agile Energy,CA,San Bruno,2004-01-01,2010-01-05,2011-06-09,2,26040000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,72,89,Success
Agile Therapeutics,NJ,Princeton,1997-01-01,2010-06-14,2012-07-19,2,85000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,161,186,Success
AgileMesh,TX,Richardson,2005-01-01,2010-04-30,2010-04-30,1,2000000,security,operating,0,0,0,0,0,0,0,0,0,1,63,63,Failure
Agilence,NJ,Camden,2006-01-01,2008-11-18,2012-05-11,4,12727468,enterprise,operating,0,0,0,1,0,0,0,0,0,0,34,76,Success
Agility Communications,CA,Santa Barbara,1998-01-01,2005-03-09,2005-03-09,1,15000000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,86,86,Success
Agility Design Solutions,CA,Palo Alto,2001-01-01,2005-12-06,2005-12-06,1,7000000,software,operating,1,0,0,0,0,0,0,0,0,0,59,59,Failure
Agily Networks,CA,San Jose,2006-10-15,2007-04-24,2007-04-24,1,250000,software,operating,1,0,0,0,0,0,0,0,0,0,6,6,Failure
Agilyx,OR,Beaverton,2004-01-01,2011-03-31,2011-12-19,2,47000000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,86,95,Success
Agios Pharmaceuticals,MA,Cambridge,2008-01-01,2009-12-23,2011-11-17,2,78000000,biotech,ipo,0,0,0,0,0,0,0,1,0,0,23,46,Success
Agistics,CA,Pleasanton,2005-01-01,2005-11-10,2005-11-10,1,2000000,software,acquired,1,0,0,0,0,0,0,0,0,0,10,10,Success
Agolo,NY,New York,2012-12-07,2013-06-03,2013-06-03,1,40000,web,operating,0,1,0,0,0,0,0,0,0,0,6,6,Failure
AgraQuest,CA,Davis,1995-01-01,2007-12-04,2011-03-21,2,37700000,biotech,operating,0,0,0,0,0,0,0,1,0,0,155,194,Success
Agradis,CA,La Jolla,2011-01-01,2011-08-05,2012-01-18,2,24000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,7,12,Success
"Agricultural Food Systems, LLC",AR,Springdale,2011-05-19,2012-08-20,2013-03-20,2,33333,hospitality,operating,0,0,0,0,0,0,0,0,0,1,15,22,Failure
Agrivida,MA,Cambridge,2002-01-01,2009-11-20,2012-09-12,3,19000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,94,128,Success
Ahalogy,OH,Cincinnati,2012-10-01,2013-02-01,2013-06-13,3,1650000,software,operating,1,0,0,0,0,0,0,0,0,0,4,8,Failure
Ahura Scientific,ME,Wilmington,2002-01-01,2005-01-19,2007-03-09,2,17000000,other,acquired,0,0,0,0,0,0,0,0,0,1,36,62,Success
Aicent,CA,San Jose,2000-01-01,2007-03-14,2011-10-11,3,144500000,mobile,operating,0,0,1,0,0,0,0,0,0,0,86,141,Success
AirCell,IL,Itasca,2005-02-03,2010-01-21,2011-02-06,2,211000000,messaging,operating,0,0,0,0,0,0,0,0,0,1,59,72,Success
AirClic,PA,Trevose,1999-01-01,2000-03-28,2007-02-20,2,27500000,mobile,operating,0,0,1,0,0,0,0,0,0,0,14,97,Success
AirNet Communications,FL,Melbourne,1974-01-01,2005-11-08,2005-11-08,1,6000000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,382,382,Failure
AirSage,GA,Atlanta,2000-05-01,2006-12-06,2006-12-06,1,6000000,software,operating,1,0,0,0,0,0,0,0,0,0,79,79,Failure
AirTight Networks,CA,Mountain View,2002-01-01,2004-11-15,2013-07-15,4,46750000,security,operating,0,0,0,0,0,0,0,0,0,1,34,138,Success
AirWalk Communications,TX,Richardson,2002-01-01,2006-10-16,2011-02-08,2,25000000,mobile,operating,0,0,1,0,0,0,0,0,0,0,57,109,Success
AirWatch,GA,Atlanta,2003-01-01,2013-02-24,2013-05-16,2,225000000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,121,124,Success
AirXpanders,CA,Mountain View,2006-01-01,2006-12-29,2013-06-19,6,37387690,biotech,operating,0,0,0,0,0,0,0,1,0,0,11,89,Success
Airband Communications Holdings,TX,Dallas,2000-01-01,2008-06-01,2012-12-19,6,30619800,mobile,operating,0,0,1,0,0,0,0,0,0,0,101,155,Success
Airbiquity,WA,Seattle,1997-01-01,2008-01-01,2012-09-13,2,35419873,hardware,operating,0,0,0,0,0,0,0,0,0,1,132,188,Success
Airbnb,CA,San Francisco,2007-01-01,2009-01-01,2012-10-24,5,236871696,travel,operating,0,0,0,0,0,0,0,0,0,1,24,69,Success
Airgain,CA,Carlsbad,2003-01-01,2005-07-15,2009-06-22,3,10800000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,30,77,Success
Airpush,CA,Los Angeles,2010-12-01,2011-01-03,2011-01-03,1,400000,advertising,operating,0,0,0,0,1,0,0,0,0,0,1,1,Failure
Airship Ventures,CA,Moffett Field,2007-01-01,2008-05-09,2009-03-01,2,10500000,other,closed,0,0,0,0,0,0,0,0,0,1,16,26,Failure
Airspan,FL,Boca Raton,1992-01-01,2009-09-02,2009-09-02,1,10000000,network_hosting,operating,0,0,0,0,0,0,0,0,0,1,212,212,Success
Airstrip Technologies,TX,San Antonio,2004-01-01,2010-08-24,2012-10-16,3,40000000,medical,operating,0,0,0,0,0,0,0,0,0,1,79,105,Success
Airware,CA,Newport Beach,2011-01-01,2013-05-15,2013-05-15,1,10700000,hardware,operating,0,0,0,0,0,0,0,0,0,1,28,28,Success
Airwide Solutions,MA,Burlington,2004-01-01,2006-01-25,2006-01-25,1,25000000,software,acquired,1,0,0,0,0,0,0,0,0,0,24,24,Success
Airy Labs,CA,Palo Alto,2011-04-01,2011-06-07,2011-08-03,2,1500000,games_video,operating,0,0,0,0,0,1,0,0,0,0,2,4,Failure
Aisle50,IL,Chicago,2010-11-01,2012-01-05,2013-08-07,2,5200000,advertising,operating,0,0,0,0,1,0,0,0,0,0,14,33,Failure
AisleBuyer,MA,Boston,2009-01-01,2010-11-23,2011-06-13,2,11500000,mobile,acquired,0,0,1,0,0,0,0,0,0,0,22,29,Success
AkaRx,NJ,Paramus,2005-01-01,2010-01-07,2010-01-07,1,26100000,biotech,acquired,0,0,0,0,0,0,0,1,0,0,60,60,Success
Akebia Therapeutics,OH,Cincinnati,2007-01-01,2009-09-15,2013-06-04,4,83100000,biotech,operating,0,0,0,0,0,0,0,1,0,0,32,77,Success
Akermin,MO,St. Louis,2004-01-01,2007-11-12,2013-02-19,2,6500000,biotech,operating,0,0,0,0,0,0,0,1,0,0,46,109,Failure
Akimbi Systems,CA,San Mateo,2004-01-01,2005-11-01,2005-11-01,1,8000000,software,operating,1,0,0,0,0,0,0,0,0,0,22,22,Success
Akimbo Financial,TX,Austin,2010-01-22,2013-05-13,2013-05-13,1,850000,finance,operating,0,0,0,0,0,0,0,0,0,1,40,40,Failure
Akorri Networks,MA,Littleton,2005-01-01,2005-05-05,2010-03-23,4,48730000,software,acquired,1,0,0,0,0,0,0,0,0,0,4,62,Success
Akros Silicon,CA,Folsom,2005-01-01,2005-07-01,2012-11-13,4,32653484,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,6,94,Success
Aktino,CA,Irvine,2003-01-01,2005-05-12,2008-08-17,2,30200000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,28,67,Success
Akustica,PA,Pittsburgh,2001-01-01,2005-03-30,2007-01-22,2,27000000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,50,72,Success
Alarm.com,VA,Vienna,2000-01-01,2012-07-24,2012-07-24,1,136000000,security,operating,0,0,0,0,0,0,0,0,0,1,150,150,Success
Alawar Entertainment,VA,Alexandria,1999-01-01,2007-08-01,2010-02-06,2,3000000,games_video,operating,0,0,0,0,0,1,0,0,0,0,103,133,Failure
AlchemyAPI,CO,Denver,2005-01-01,2013-01-08,2013-02-15,2,3504791,enterprise,operating,0,0,0,1,0,0,0,0,0,0,96,97,Failure
Alder Biopharmaceuticals,WA,South Bothell,2004-01-01,2011-06-20,2012-04-19,2,53000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,89,99,Success
Aldis,TN,Oak Ridge,2006-01-01,2007-10-22,2010-08-22,2,9780000,software,operating,1,0,0,0,0,0,0,0,0,0,21,55,Success
Alektrona,RI,Providence,2004-01-01,2010-07-21,2012-02-29,2,710000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,78,97,Failure
AlephCloud Systems,CA,Sunnyvale,2011-01-01,2012-05-04,2013-05-22,2,9500000,enterprise,operating,0,0,0,1,0,0,0,0,0,0,16,28,Success
Alereon,TX,Austin,2003-04-01,2005-10-25,2012-06-05,5,73000000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,30,110,Success
Alert Logic,TX,Houston,2002-01-01,2005-09-19,2013-08-20,7,47796855,security,operating,0,0,0,0,0,0,0,0,0,1,44,139,Success
AlertEnterprise,CA,Fremont,2007-01-01,2009-02-11,2011-09-08,2,27000000,security,operating,0,0,0,0,0,0,0,0,0,1,25,56,Success
Alerts,WA,Bellevue,2007-12-01,2008-07-08,2008-07-08,1,1200000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,7,7,Failure
Alicanto,CA,Palo Alto,2011-08-01,2012-04-01,2012-04-01,1,4000000,advertising,operating,0,0,0,0,1,0,0,0,0,0,8,8,Failure
Alice.com,WI,Middleton,2008-06-01,2010-10-10,2012-01-31,2,21827665,ecommerce,operating,0,0,0,0,0,0,1,0,0,0,28,43,Success
Alien Technology,CA,Morgan Hill,1994-01-01,2005-07-28,2010-03-03,6,197377366,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,138,194,Success
AlienVault,CA,San Mateo,2007-03-07,2010-06-16,2013-09-05,5,62900035,enterprise,operating,0,0,0,1,0,0,0,0,0,0,39,78,Success
Alignent Software,CA,Carlsbad,2001-01-01,2005-03-18,2005-03-18,1,6000000,software,acquired,1,0,0,0,0,0,0,0,0,0,50,50,Success
Aligo,CA,San Francisco,1999-01-01,2006-06-22,2006-06-22,1,7920000,software,operating,1,0,0,0,0,0,0,0,0,0,89,89,Success
Alimera Sciences,GA,Alpharetta,2003-01-01,2005-11-30,2012-10-03,4,106800000,biotech,ipo,0,0,0,0,0,0,0,1,0,0,34,117,Success
Alios BioPharma,CA,South San Francisco,2006-01-01,2009-02-12,2009-06-11,2,32000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,37,41,Success
All Copy Products,CO,Denver,1975-01-01,2005-03-28,2005-03-28,1,750000,hardware,operating,0,0,0,0,0,0,0,0,0,1,362,362,Failure
AllBusiness.com,CA,San Francisco,1999-01-01,2004-07-01,2006-02-01,2,22400000,other,operating,0,0,0,0,0,0,0,0,0,1,66,85,Success
AllTrails,CA,San Francisco,2010-01-01,2010-09-01,2013-02-06,4,2629974,sports,operating,0,0,0,0,0,0,0,0,0,1,8,37,Failure
Allegiance,UT,South Jordan,2005-01-01,2007-04-25,2013-01-17,3,31854370,software,operating,1,0,0,0,0,0,0,0,0,0,27,96,Success
Allegro Diagnostics,MA,Maynard,2006-01-01,2011-07-07,2011-07-07,1,5400000,biotech,operating,0,0,0,0,0,0,0,1,0,0,66,66,Failure
Allena Pharmaceuticals,MA,Newton,2011-01-01,2011-11-16,2011-11-16,1,15000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,10,10,Success
Alliance Health Networks,UT,Salt Lake City,2002-01-01,2009-09-16,2011-06-01,2,14300000,health,operating,0,0,0,0,0,0,0,0,0,1,92,113,Success
AlloCure,MA,Burlington,2008-01-01,2011-10-13,2012-04-02,2,26500000,biotech,operating,0,0,0,0,0,0,0,1,0,0,45,51,Success
Allocade,CA,Menlo Park,2004-01-01,2010-04-07,2010-04-07,1,5000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,75,75,Failure
Alloptic,CA,Livermore,1999-01-01,2005-08-23,2006-06-22,2,38000000,public_relations,operating,0,0,0,0,0,0,0,0,0,1,79,89,Success
Allozyne,WA,Seattle,2005-01-01,2005-12-06,2013-04-05,4,36902500,biotech,operating,0,0,0,0,0,0,0,1,0,0,11,99,Success
Allurent,MA,Cambridge,2005-01-01,2010-02-22,2010-02-22,1,2000000,web,acquired,0,1,0,0,0,0,0,0,0,0,61,61,Success
Allvoices,CA,San Francisco,2008-02-01,2006-07-31,2010-01-26,2,4276568,news,acquired,0,0,0,0,0,0,0,0,0,1,19,23,Success
Allworx,NY,East Rochester,1998-07-01,2005-08-01,2006-06-12,3,8500000,public_relations,acquired,0,0,0,0,0,0,0,0,0,1,85,95,Success
Allylix,CA,San Diego,2002-01-01,2010-01-28,2012-03-12,2,27200000,biotech,operating,0,0,0,0,0,0,0,1,0,0,96,122,Success
Alnara Pharmaceuticals,MA,Cambridge,2008-01-01,2008-10-30,2010-01-28,2,55000000,biotech,acquired,0,0,0,0,0,0,0,1,0,0,9,24,Success
Alphabet Energy,CA,San Francisco,2009-01-01,2010-05-03,2013-03-11,4,31000000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,16,50,Success
Alpine Data Labs,CA,San Mateo,2010-01-01,2011-05-11,2011-05-11,1,7500000,analytics,operating,0,0,0,0,0,0,0,0,0,1,16,16,Failure
Alt12 Apps,CA,San Francisco,2009-09-01,2012-04-17,2012-04-17,1,1260000,mobile,operating,0,0,1,0,0,0,0,0,0,0,31,31,Failure
Alta Devices,CA,Santa Clara,2007-01-01,2011-03-09,2011-03-09,1,72000000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,50,50,Success
AltaRock Energy,WA,Seattle,2007-01-01,2008-08-01,2008-08-01,1,26250000,cleantech,operating,0,0,0,0,0,0,0,0,0,1,19,19,Success
Altavoz,DC,Washington,2011-04-04,2012-09-11,2013-01-31,4,475000,games_video,operating,0,0,0,0,0,1,0,0,0,0,17,21,Failure
Alter-G,CA,Fremont,2005-01-01,2007-04-09,2012-08-13,4,23000000,medical,operating,0,0,0,0,0,0,0,0,0,1,27,91,Success
AlterPoint,TX,Austin,2001-01-01,2003-01-01,2005-01-17,3,26800000,software,acquired,1,0,0,0,0,0,0,0,0,0,24,48,Success
Altermune Technologies,CA,Irvine,2010-01-01,2011-09-22,2011-09-22,1,7000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,20,20,Failure
"Alteryx, Inc.",CA,Irvine,2010-01-01,2011-04-05,2013-05-20,2,18000000,analytics,operating,0,0,0,0,0,0,0,0,0,1,15,40,Success
AltheRx Pharmaceuticals,PA,Exton,2010-01-01,2013-05-02,2013-05-02,1,15000000,biotech,operating,0,0,0,0,0,0,0,1,0,0,40,40,Success
Altierre,CA,San Jose,2003-01-01,2005-01-01,2008-05-01,4,60000000,mobile,operating,0,0,1,0,0,0,0,0,0,0,24,64,Success
Altitude Digital,CO,Denver,2009-07-01,2010-12-01,2013-01-08,2,5200000,advertising,operating,0,0,0,0,1,0,0,0,0,0,17,42,Failure
Altius Education,CA,San Francisco,2009-01-01,2009-09-23,2010-11-17,2,26600000,education,operating,0,0,0,0,0,0,0,0,0,1,8,22,Success
Altos Design Automation,CA,San Jose,2005-01-01,2007-01-08,2007-01-08,1,1500000,software,operating,1,0,0,0,0,0,0,0,0,0,24,24,Failure
Altruik,NY,New York,2009-01-01,2009-11-01,2012-04-12,3,8300000,search,operating,0,0,0,0,0,0,0,0,0,1,10,39,Success
Altura Medical,CA,MENLO PARK,2008-01-01,2010-06-03,2013-04-10,3,32000000,medical,operating,0,0,0,0,0,0,0,0,0,1,29,63,Success
Alvine Pharmaceuticals,CA,San Carlos,2005-01-01,2006-09-06,2013-05-14,5,111512000,biotech,operating,0,0,0,0,0,0,0,1,0,0,20,100,Success
Always Prepped,DC,Washington,2012-01-01,2012-11-15,2012-11-15,1,650000,education,operating,0,0,0,0,0,0,0,0,0,1,10,10,Failure
Amadesa,IL,Evanston,2005-05-15,2007-12-03,2011-10-05,2,12800000,software,closed,1,0,0,0,0,0,0,0,0,0,31,77,Failure
Amalfi Semiconductor,CA,Los Gatos,2003-01-01,2006-02-01,2012-04-24,3,64000000,semiconductor,acquired,0,0,0,0,0,0,0,0,0,1,37,111,Success
Amazon,WA,Seattle,1994-01-01,1995-07-01,1995-07-01,1,8000000,ecommerce,ipo,0,0,0,0,0,0,1,0,0,0,18,18,Success
Ambarella,CA,Santa Clara,2004-01-01,2006-02-01,2006-02-01,1,15400000,semiconductor,ipo,0,0,0,0,0,0,0,0,0,1,25,25,Success
Ambassador,MI,Birmingham,2010-01-01,2011-01-01,2011-07-01,3,18000,software,operating,1,0,0,0,0,0,0,0,0,0,12,18,Failure
AmberWave,NH,Salem,1998-01-01,2006-07-20,2012-01-30,2,25500000,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,102,168,Success
Ambiq Micro,MI,Ann Arbor,2010-01-01,2010-07-01,2013-08-20,7,21268609,semiconductor,operating,0,0,0,0,0,0,0,0,0,1,6,43,Success
Ambit Biosciences,CA,San Diego,2000-01-01,2011-06-10,2012-11-09,4,109272867,biotech,operating,0,0,0,0,0,0,0,1,0,0,137,154,Success
